locus_id,gene,product,EC_number,extremophile
NZ_CP038631.1,,Putative phosphatase,3.1.3.-,Halobacterium
NZ_CP038631.1,araL_1,Arabinose operon protein AraL,,Halobacterium
NZ_CP038631.1,mepA_1,Multidrug export protein MepA,,Halobacterium
NZ_CP038631.1,pepQ_1,Xaa-Pro dipeptidase,3.4.13.9,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,betI,HTH-type transcriptional regulator BetI,,Halobacterium
NZ_CP038631.1,mepA_2,Multidrug export protein MepA,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,panE,2-dehydropantoate 2-reductase,1.1.1.169,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rtcA,RNA 3'-terminal phosphate cyclase,6.5.1.4,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,algB,Alginate biosynthesis transcriptional regulatory protein AlgB,,Halobacterium
NZ_CP038631.1,kinA_1,Sporulation kinase A,2.7.13.3,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,kynB,Kynurenine formamidase,3.5.1.9,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,galE,UDP-glucose 4-epimerase,5.1.3.2,Halobacterium
NZ_CP038631.1,cysP_1,Sulfate permease CysP,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,pncC_2,Nicotinamide-nucleotide amidohydrolase PncC,3.5.1.42,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ybjG,Putative undecaprenyl-diphosphatase YbjG,3.6.1.27,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,aldHT,Aldehyde dehydrogenase%2C thermostable,1.2.1.5,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,acdA_3,Acyl-CoA dehydrogenase,1.3.99.-,Halobacterium
NZ_CP038631.1,hldE,Bifunctional protein HldE,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,pnp_1,Polyribonucleotide nucleotidyltransferase,2.7.7.8,Halobacterium
NZ_CP038631.1,pld,Phospholipase D precursor,3.1.4.4,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,petE_3,Plastocyanin precursor,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rpsO,30S ribosomal protein S15,,Halobacterium
NZ_CP038631.1,,tRNA-Ala(ggc),,Halobacterium
NZ_CP038631.1,yoaH_1,Putative methyl-accepting chemotaxis protein YoaH,,Halobacterium
NZ_CP038631.1,tmpC_1,Membrane lipoprotein TmpC precursor,,Halobacterium
NZ_CP038631.1,petE_4,Plastocyanin precursor,,Halobacterium
NZ_CP038631.1,metC_1,Cystathionine beta-lyase,4.4.1.8,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,macB_2,Macrolide export ATP-binding/permease protein MacB,3.6.3.-,Halobacterium
NZ_CP038631.1,macB_3,Macrolide export ATP-binding/permease protein MacB,3.6.3.-,Halobacterium
NZ_CP038631.1,,tRNA-Arg(cct),,Halobacterium
NZ_CP038631.1,tatA,Sec-independent protein translocase protein TatA,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mcpB_2,Methyl-accepting chemotaxis protein McpB,,Halobacterium
NZ_CP038631.1,gabD1,Succinate-semialdehyde dehydrogenase [NADP(+)] 1,1.2.1.79,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mcpB_3,Methyl-accepting chemotaxis protein McpB,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yhfK,putative sugar epimerase YhfK,4.-.-.-,Halobacterium
NZ_CP038631.1,yfmJ,Putative NADP-dependent oxidoreductase YfmJ,1.-.-.-,Halobacterium
NZ_CP038631.1,chiA1_1,Chitinase A1 precursor,3.2.1.14,Halobacterium
NZ_CP038631.1,chiA1_2,Chitinase A1 precursor,3.2.1.14,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,tRNA-Gly(tcc),,Halobacterium
NZ_CP038631.1,ubiE_3,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,2.1.1.163,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ptlH,Type IV secretion system protein PtlH,,Halobacterium
NZ_CP038631.1,mobA,Molybdenum cofactor guanylyltransferase,2.7.7.77,Halobacterium
NZ_CP038631.1,mobB,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ddhA,Dimethylsulfide dehydrogenase subunit alpha precursor,1.8.2.4,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,vapC_1,tRNA(fMet)-specific endonuclease VapC,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,aam,Acylamidase,3.5.1.13,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,polB_2,DNA polymerase II,2.7.7.7,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,nifL,Nitrogen fixation regulatory protein,2.7.13.3,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,addA,ATP-dependent helicase/nuclease subunit A,3.1.-.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,parA,Chromosome partitioning protein ParA,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,xerC_1,Tyrosine recombinase XerC,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,fni,Isopentenyl-diphosphate delta-isomerase,5.3.3.2,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,soj_1,Sporulation initiation inhibitor protein Soj,3.6.-.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,xseA,Exodeoxyribonuclease 7 large subunit,3.1.11.6,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,eryG,Erythromycin 3''-O-methyltransferase,2.1.1.254,Halobacterium
NZ_CP038631.1,aseR,HTH-type transcriptional repressor AseR,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,arsA_2,Arsenical pump-driving ATPase,3.6.3.16,Halobacterium
NZ_CP038631.1,arsD,Arsenical resistance operon trans-acting repressor ArsD,,Halobacterium
NZ_CP038631.1,cadC,Cadmium resistance transcriptional regulatory protein CadC,,Halobacterium
NZ_CP038631.1,arsC2,Arsenate-mycothiol transferase ArsC2,2.8.4.2,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,nikR_2,Putative nickel-responsive regulator,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,putative metallo-hydrolase,3.-.-.-,Halobacterium
NZ_CP038631.1,tusA,Sulfurtransferase TusA,2.8.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ycgJ_1,putative methyltransferase YcgJ,2.1.1.-,Halobacterium
NZ_CP038631.1,ecfA3,Energy-coupling factor transporter ATP-binding protein EcfA3,3.6.3.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ftsH_2,ATP-dependent zinc metalloprotease FtsH,3.4.24.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,dmsA,Dimethyl sulfoxide/trimethylamine N-oxide reductase precursor,1.7.2.3,Halobacterium
NZ_CP038631.1,ttrB,Tetrathionate reductase subunit B precursor,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,dmsD,Tat proofreading chaperone DmsD,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,xerC_2,Tyrosine recombinase XerC,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,can,Carbonic anhydrase 2,4.2.1.1,Halobacterium
NZ_CP038631.1,ubiE_4,Demethylmenaquinone methyltransferase,2.1.1.163,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,smc_3,Chromosome partition protein Smc,,Halobacterium
NZ_CP038631.1,ulaG,putative L-ascorbate-6-phosphate lactonase UlaG,3.1.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,prmC_1,Release factor glutamine methyltransferase,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,hisF,Imidazole glycerol phosphate synthase subunit HisF,4.1.3.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,purL,Phosphoribosylformylglycinamidine synthase 2,6.3.5.3,Halobacterium
NZ_CP038631.1,dnaE2,Error-prone DNA polymerase,2.7.7.7,Halobacterium
NZ_CP038631.1,asnB,Asparagine synthetase B [glutamine-hydrolyzing],6.3.5.4,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,6.3.5.-,Halobacterium
NZ_CP038631.1,gatA,Glutamyl-tRNA(Gln) amidotransferase subunit A,6.3.5.-,Halobacterium
NZ_CP038631.1,,putative acyl-CoA thioester hydrolase,3.1.2.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,purM,Phosphoribosylformylglycinamidine cyclo-ligase,6.3.3.1,Halobacterium
NZ_CP038631.1,cbs,Putative cystathionine beta-synthase,4.2.1.22,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,prcB,Proteasome subunit beta precursor,3.4.25.1,Halobacterium
NZ_CP038631.1,,Putative DNA ligase-like protein/MT0965,,Halobacterium
NZ_CP038631.1,araL_2,Arabinose operon protein AraL,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,TOP6A,DNA topoisomerase 6 subunit A,5.99.1.3,Halobacterium
NZ_CP038631.1,TOP6B,DNA topoisomerase 6 subunit B,5.99.1.3,Halobacterium
NZ_CP038631.1,gyrB,DNA gyrase subunit B,5.99.1.3,Halobacterium
NZ_CP038631.1,gyrA,DNA gyrase subunit A,5.99.1.3,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,NADH dehydrogenase-like protein,1.6.99.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,udp_1,Uridine phosphorylase,2.4.2.3,Halobacterium
NZ_CP038631.1,cdd,Cytidine deaminase,3.5.4.5,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mglA,Galactose/methyl galactoside import ATP-binding protein MglA,3.6.3.17,Halobacterium
NZ_CP038631.1,tmpC_2,Membrane lipoprotein TmpC precursor,,Halobacterium
NZ_CP038631.1,glmM_1,Phosphoglucosamine mutase,5.4.2.10,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,putP,Sodium/proline symporter,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,kynU,Kynureninase,3.7.1.3,Halobacterium
NZ_CP038631.1,cph1,Phytochrome-like protein cph1,2.7.13.3,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,arnC,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,2.4.2.53,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,potA_1,Spermidine/putrescine import ATP-binding protein PotA,3.6.3.31,Halobacterium
NZ_CP038631.1,cysW,Sulfate transport system permease protein CysW,,Halobacterium
NZ_CP038631.1,fbpA,Major ferric iron-binding protein precursor,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,pkn1,Serine/threonine-protein kinase Pkn1,2.7.11.1,Halobacterium
NZ_CP038631.1,limB,Limonene 1%2C2-monooxygenase,1.14.13.107,Halobacterium
NZ_CP038631.1,fadA_1,3-ketoacyl-CoA thiolase,2.3.1.16,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,namA,NADPH dehydrogenase,1.6.99.1,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,xerD_1,Tyrosine recombinase XerD,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yodC,Putative NAD(P)H nitroreductase YodC,1.-.-.-,Halobacterium
NZ_CP038631.1,,2-oxoglutaramate amidase,3.5.1.111,Halobacterium
NZ_CP038631.1,gabD,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,1.2.1.79,Halobacterium
NZ_CP038631.1,zupT,Zinc transporter ZupT,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,pta,Phosphate acetyltransferase,2.3.1.8,Halobacterium
NZ_CP038631.1,cheW_1,Chemotaxis protein CheW,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ylxH_1,Flagellum site-determining protein YlxH,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,Type IV secretion system protein VirB11,,Halobacterium
NZ_CP038631.1,kaiC_1,Circadian clock protein kinase KaiC,2.7.11.1,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mcp4,Methyl-accepting chemotaxis protein 4,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
